Customer_ID,First Name,Last Name,EMAIL,Phone,Gender,Date_Of_Birth,Country,City,Postal Code,Loyalty_Tier,Join Date,Last Purchase Date,Total_Orders,Lifetime Value USD,Avg Order Value USD,Churn_Risk_Score,Preferred Channel,Acquisition Source,Is_Subscribed_Newsletter,Account_Status
CUST-676008,Ahmed,Nguyen,user6659@icloud.com,+99-3863931167,M,1969-01-30,JP,Tokyo,64259.0,Silver,"November 11, 2022",2024-03-10,103,244.01,2.37,0.449,Online,Paid Ads,1,Active
CUST-722302,Liam,Garcia,user4662@gmail.com,+56-7311168038,Prefer not to say,20/12/1997,FR,Marseille,33158.0,Gold,2022-10-04,2023-10-08,89,314.59,3.53,0.12,In-Store,In-Store,0,Active
CUST-835390,Chen,Smith,user8222@gmail.com,+59-1131724741,,1959-12-28,US,Seattle,98607.0,Gold,2022-11-13,2023-05-20,101,36.01,0.36,0.69,Wholesale,Email,0,Inactive
CUST-892073,Patricia,Zhang,user1499@hotmail.com,+75-2050588466,,17 Dec 1967,DE,Hamburg,57787.0,Silver,2023-08-25,2023-06-06,36,500.2,13.89,0.915,,Paid Ads,0,Active
CUST-354408,Robert,Johnson,user9853@hotmail.com,+96-5178017969,M,1991-09-10,DE,Munich,36685.0,Gold,2022-02-28,2023-06-30,101,371.0,3.67,0.794,Wholesale,Organic Search,0,Active
CUST-974619,John,Zhang,user2510@gmail.com,+90-8699879417,F,1984-04-20,US,Dallas,,Bronze,2020-12-22,,27,183.99,6.81,0.597,Mobile App,Organic Search,1,Active
CUST-678916,Patricia,Wilson,user5357@hotmail.com,+36-2348378558,M,2002-05-12,GB,Glasgow,27806.0,Platinum,10/12/2020,2023-04-17,64,1801.32,28.15,0.559,In-Store,Influencer,1,Active
CUST-134927,Chen,Santos,user6068@yahoo.com,+45-8198984373,Prefer not to say,1973-05-30,AU,Melbourne,46142.0,Bronze,2021-05-04,2023-01-21,70,863.14,12.33,0.353,Mobile App,Email,1,Active
CUST-352445,Jennifer,Taylor,user7384@gmail.com,+50-8344676934,,26/07/1979,US,Seattle,99536.0,Bronze,"September 24, 2021",2024-06-02,15,419.65,27.98,,Mobile App,Paid Ads,1,Active
CUST-386482,Lucas,Deschamps,,+30-1826469334,Prefer not to say,1977-05-18,CA,Montreal,84432.0,Bronze,2018-06-04,2024-02-05,1,484.09,484.09,0.954,Wholesale,Referral,1,Active
CUST-200073,Chen,Müller,user3546@gmail.com,+95-7035990055,F,1972-12-28,US,Seattle,97447.0,Silver,2021-11-03,2023-04-09,3,42.68,14.23,0.464,Mobile App,TV Ad,0,Active
CUST-431715,Michael,Tanaka,user5086@gmail.com,+75-9872279068,Prefer not to say,1999-05-05,IN,Chennai,78298.0,Gold,2019-06-07,,107,73.07,0.68,0.051,Phone Order,Referral,0,Inactive
CUST-802941,Priya,Jones,user3677@outlook.com,+49-6698433569,Prefer not to say,1962-01-13,GB,London,32076.0,Platinum,2023-05-09,2023-10-13,67,572.55,8.55,,Online,Social Media,1,Active
CUST-234907,Lucas,Nguyen,user2902@gmail.com,+59-6188884774,Non-binary,1992-01-01,CA,Calgary,13315.0,Gold ,2018-02-21,2023-04-17,72,238.29,3.31,0.184,Wholesale,Paid Ads,1,Active
CUST-411754,Michael,Davis,user4161@gmail.com,+25-2384977566,Prefer not to say,10 Nov 1969,BR,Brasília,35997.0,Bronze,2022-11-28,2023-01-26,88,579.76,6.59,0.911,Online,Paid Ads,1,Active
CUST-814304,Liam,Williams,user9665@outlook.com,+1-2959985998,F,1992-01-31,DE,Munich,,Bronze,2023-09-17,2023-04-12,97,341.09,3.52,0.061,,In-Store,0,Active
CUST-134818,Lucas,Santos,user3422@gmail.com,+95-4402200487,,1992-02-11,US,Dallas,,Silver,2018-07-25,2023-07-07,79,234.61,2.97,,Marketplace,Social Media,1,active
CUST-967677,William,Rossi,user4998@gmail.com,+82-2094219817,Non-binary,1997-04-15,US,Los Angeles,91445.0,Gold,2020-03-11,2024-06-03,59,1218.81,20.66,0.404,Mobile App,Social Media,0,Active
CUST-222904,Barbara,Williams,user7835@icloud.com,,Non-binary,1977-02-27,US,Los Angeles,61234.0,Silver,2024-02-22,2023-05-30,112,1496.52,13.36,0.455,Phone Order,Organic Search,1,Suspended
CUST-637730,James,Davis,user6079@gmail.com,+59-4048646309,f,1984-08-24,US,Phoenix,48951.0,Silver,2021-08-08,2023-01-19,116,867.77,,0.562,Phone Order,Referral,1,Active
CUST-202250,Yuki,Brown,user9090@icloud.com,+1-3400789824,Non-binary,1997-01-03,ZA,Durban,46768.0,Platinum,2024-03-20,2023-05-03,10,1688.23,168.82,0.654,In-Store,Social Media,0,active
CUST-716719,Linda,Garcia,user6784@icloud.com,+64-6954701022,Prefer not to say,1961-04-28,CA,Vancouver,86734.0,Platinum,2021-03-06,2023-04-10,23,476.05,,0.037,Phone Order,,1,Active
CUST-510818,Michael,Jones,user1179@gmail.com,+52-9423322203,,12-13-1985,JP,Nagoya,60638.0,Bronze,2018-12-31,2023-10-27,2,1743.2,871.6,0.165,In-Store,Paid Ads,1,Pending Verification
CUST-700181,Lucas,Tanaka,user4256@icloud.com,+97-9853165937,Non-binary,1982-04-10,IN,Hyderabad,25370.0,Bronze,"March 20, 2024",2023-10-04,74,439.43,5.94,0.792,In-Store,Organic Search,1,Active
CUST-844943,Yuki,Wilson,user9091@yahoo.com,+53-8877952141,Non-binary,1994-12-07,JP,Tokyo,98797.0,Bronze,2023-02-18,2023-10-13,94,179.33,1.91,0.123,Mobile App,In-Store,1,Active
CUST-590360,John,Taylor,user4774@gmail.com,,,2002-08-18,US,Phoenix,89574.0,Gold,2021-10-28,2024-03-01,76,1540.88,20.27,0.834,Online,Influencer,1,Active
CUST-706916,William,Garcia,user3941@outlook.com,+63-8988331275,Prefer not to say,1964-11-24,JP,Sapporo,,Bronze,2018-05-18,2023-04-26,120,67.78,0.56,,Wholesale,Referral,0,Active
CUST-449319,Michael,Wilson,user4985@yahoo.com,+13-8250333780,M,02/07/1965,AU,Adelaide,37799.0,Bronze,2020-04-27,2023-05-31,106,579.51,5.47,0.689,Wholesale,Organic Search,1,Active
CUST-303828,Michael,Okonkwo,user7214@hotmail.com,,Prefer not to say,1982-10-21,US,Seattle,65017.0,Silver,2018-05-15,2023-05-02,51,3604.28,70.67,0.784,Marketplace,Email,0,Active
CUST-977873,Jennifer,Taylor,user6365@outlook.com,+49-8604514558,Prefer not to say,1982-11-02,US,Los Angeles,77844.0,Bronze,2023-07-07,,66,131.06,1.99,0.93,Mobile App,TV Ad,1,Active
CUST-236329,Priya,Müller,user6043@gmail.com,+43-5321634492,f,2001-08-26,SG,Singapore,26234.0,Bronze,2018-10-10,2023-01-16,61,837.46,13.73,0.683,,TV Ad,1,Active
CUST-554551,John,Okonkwo,user7531@gmail.com,+69-7187868065,Prefer not to say,1969-03-21,US,Seattle,55151.0,Platinum,2019-02-25,2023-06-13,10,2756.45,275.64,0.048,Mobile App,Organic Search,1,Active
CUST-358770,Priya,Brown,user7792@icloud.com,+47-3916878411,Non-binary,1980-01-11,CA,Toronto,95831.0,silver,2020-02-15,2023-08-06,104,19.8,0.19,0.971,Online,Organic Search,1,Active
CUST-936529,Michael,Miller,user7998@icloud.com,+37-1143727450,M,1972-04-19,CA,Toronto,66236.0,Bronze,2018-03-17,2023-01-31,53,2025.28,38.21,0.326,Phone Order,Paid Ads,1,Active
CUST-965192,William,Garcia,user7338@hotmail.com,+1-5445911733,,1982-02-12,IN,Chennai,83437.0,Silver,2018-08-31,2023-05-02,54,364.86,6.76,0.759,Marketplace,Organic Search,0,Active
CUST-417290,John,Davis,user8040@yahoo.com,+94-6758466953,M,1987-11-12,IN,Hyderabad,22801.0,Bronze,2019-07-15,,94,7.92,0.08,,Online,TV Ad,0,Active
CUST-404071,James,Johnson,user4856@gmail.com,+98-6675863987,female,1974-11-08,SG,  Singapore  ,37576.0,Silver,2022-02-01,2023-08-14,28,929.07,33.18,0.58,Wholesale,Paid Ads,1,Active
CUST-344370,Ahmed,Davis,user9931@gmail.com,+37-4793989566,F,1958-08-14,ZA,Pretoria,41263.0,Bronze,2023-08-08,,96,117.55,1.22,0.561,Phone Order,Influencer,0,Active
CUST-486860,Ahmed,Patel,user7611@outlook.com,+79-4029470405,Non-binary,1994-07-27,US,Chicago,28333.0,Gold,03/11/2018,,5,9.28,1.86,0.105,In-Store,Social Media,1,Active
CUST-688863,Linda,Jones,user7284@outlook.com,+35-9110264819,F,12-24-1968,FR,Toulouse,45787.0,Bronze,2019-04-20,2023-10-26,120,940.67,7.84,0.563,Online,Organic Search,1,Active
CUST-873549,Mary,Kumar,user5830@hotmail.com,+40-5328088141,MALE,1976-03-04,US,Los Angeles,23408.0,Bronze,2019-10-22,2024-05-14,54,117.24,2.17,,,Referral,1,Active
CUST-826554,Michael,Smith,user9184@gmail.com,,Non-binary,1999-06-04,GB,Leeds,96309.0,Bronze,2020-10-27,2023-09-03,58,172.8,2.98,,Mobile App,Paid Ads,1,Active
CUST-140444,John,Johnson,user3829@gmail.com,+58-5495014522,FEMALE,1973-11-22,FR,Paris,10772.0,Gold,2018-09-09,2024-05-21,45,2358.2,52.4,0.812,Online,Organic Search,0,Active
CUST-939221,Linda,Jones,user1871@gmail.com,+92-7238587466,Prefer not to say,1993-07-12,GB,Manchester,,Silver,2019-01-13,2023-06-25,36,100.73,2.8,0.609,Marketplace,Social Media,1,Active
CUST-992710,William,Miller,user8893@gmail.com,+65-8731954332,M,1977-02-28,ZA,  Durban  ,93409.0,Bronze,"September 16, 2018",2024-05-18,56,246.1,4.39,0.678,Online,Organic Search,1,Active
CUST-219689,Chen,Brown,user2798@icloud.com,+35-2906847916,F,1970-11-18,FR,  Nantes  ,54907.0,Bronze,2021-02-14,2023-06-23,107,149.9,,0.019,Marketplace,Email,1,Active
CUST-152177,Patricia,Rossi,user5876@outlook.com,+92-5529532826,m,1958-10-13,ZA,Pretoria,,Bronze,"October 22, 2020",2024-06-05,16,1903.13,,0.061,Marketplace,,1,Active
CUST-886537,Amara,Müller,user5202@gmail.com,+46-4775027356,Prefer not to say,05-31-1969,SG,  Singapore  ,68966.0,Bronze,2021-04-13,2023-05-24,18,467.42,25.97,2.847,Online,TV Ad,0,Pending Verification
CUST-436298,John,Garcia,user5992@outlook.com,+67-6991115269,F,17 Mar 1970,DE,Cologne,90362.0,Silver,2019-05-30,2024-06-15,96,1983.29,20.66,0.089,Wholesale,Organic Search,1,Pending Verification
CUST-556233,Michael,Taylor,user1517@icloud.com,+67-8727035224,,1963-10-26,US,Phoenix,30730.0,Bronze,2019-06-14,2023-07-16,76,2351.1,30.94,,Mobile App,Email,1,Inactive
CUST-607054,Mary,Johnson,user9082@gmail.com,+48-1151066155,F,1960-03-07,US,New York,65011.0,SILVER,2022-01-29,2023-06-25,26,1186.16,45.62,0.012,Online,Referral,0,Active
CUST-839608,Priya,Zhang,user6842@hotmail.com,+56-2190497130,Non-binary,1978-03-24,BR,Brasília,71200.0,gold,2019-04-17,2023-06-24,82,494.04,6.02,0.219,Online,In-Store,1,Active
CUST-735602,Patricia,Williams,user4187@gmail.com,+19-6013035546,F,12-14-1955,ZA,Durban,53568.0,Silver,2019-02-20,2023-05-05,70,558.38,7.98,0.021,Phone Order,Organic Search,0,Active
CUST-619137,Jennifer,Rossi,user4487@gmail.com,+16-8101709887,m,1990-06-28,GB,Glasgow,60606.0,Gold,2020-12-14,2023-01-14,117,131.73,1.13,0.267,,TV Ad,1,Active
CUST-897419,Yuki,Nguyen,user4307@icloud.com,+6-8507259633,M,1968-01-08,US,Houston,65366.0,Platinum,2021-01-28,2023-01-29,23,96.17,4.18,0.463,In-Store,Paid Ads,1,Pending Verification
CUST-373324,Sofia,Taylor,user2358@gmail.com,+18-2618414401,Non-binary,1962-02-19,GB,Birmingham,65454.0,Silver,2023-02-02,2023-07-29,79,157.72,2.0,0.829,Phone Order,TV Ad,1,Active
CUST-657555,Priya,Kumar,user7518@outlook.com,+60-1139935912,F,1987-08-04,AU,Brisbane,93234.0,Silver,2018-03-21,2023-01-13,86,39.41,0.46,0.948,Mobile App,Paid Ads,1,Active
CUST-251542,Amara,Deschamps,user4078@gmail.com,+96-1113985199,MALE,2001-11-23,IN,Pune,96267.0,Gold,2023-04-26,2023-01-29,94,613.62,6.53,,Marketplace,,0,Active
CUST-914816,Lucas,Zhang,user7810@outlook.com,+82-3426722358,M,10-18-1958,IN,Mumbai,,Bronze,2023-07-25,2023-01-07,60,1292.9,21.55,0.699,Mobile App,In-Store,1,Active
CUST-503371,Fatima,Garcia,user3832@gmail.com,+36-1289241531,F,1970-05-16,GB,London,26580.0,Bronze,2020-02-10,2023-07-08,86,183.46,2.13,0.175,,Email,1,Active
CUST-420361,Ahmed,Miller,user1237@icloud.com,,F,1968-04-10,US,Chicago,91226.0,Bronze,2019-04-13,2023-12-09,26,1775.29,68.28,0.128,In-Store,,1,Active
CUST-950902,Sofia,Okonkwo,user7824@gmail.com,,M,12-10-1971,IN,Hyderabad,52344.0,Bronze,12/11/2018,2023-05-23,27,226.89,,0.547,Online,Social Media,0,Active
CUST-836743,Lucas,Müller,user7819@gmail.com,+77-4579285848,M,1992-01-13,DE,Frankfurt,,Bronze,2021-01-05,2023-05-02,23,1129.48,49.11,0.269,Mobile App,Email,1,Active
CUST-890162,Patricia,Patel,user1887@gmail.com,+30-2508104662,F,1984-03-05,DE,Munich,22252.0,Silver,2020-01-29,2023-03-25,72,138.5,1.92,2.788,Online,,1,Active
CUST-420932,Patricia,Zhang,user6120@yahoo.com,,Prefer not to say,2000-10-12,US,Houston,56130.0,Silver,"April 12, 2019",2023-10-08,5,426.66,85.33,0.519,,In-Store,0,Active
CUST-529787,Yuki,Davis,user6830@hotmail.com,+28-1606769029,Non-binary,1980-10-15,CA,Ottawa,93685.0,Bronze,2019-03-09,2023-09-15,9,466.14,51.79,0.771,Marketplace,In-Store,1,Active
CUST-871594,Robert,Brown,user3844@outlook.com,+74-5398634165,,1992-08-26,IN,Hyderabad,42146.0,Silver,2023-09-14,2024-06-04,40,284.71,7.12,0.619,,TV Ad,1,Active
CUST-443502,Liam,Taylor,USER9231@HOTMAIL.COM,+66-1505245556,F,1979-05-28,FR,Paris,56887.0,Bronze,2020-11-18,2024-04-12,44,219.58,4.99,0.013,Phone Order,Influencer,1,Active
CUST-794878,Chen,Zhang,USER3811@HOTMAIL.COM,+10-4911938739,M,1955-11-23,CA,Toronto,53618.0,Bronze,2021-06-23,2023-02-22,33,438.2,13.28,0.024,Phone Order,Influencer,0,Active
CUST-274907,Chen,Garcia,user4690@yahoo.com,+14-8858572765,M,1974-12-07,AU,Adelaide,72832.0,Bronze,2023-08-25,2024-02-06,116,435.64,3.76,0.872,Wholesale,Social Media,1,Active
CUST-300699,John,Smith,user7889@gmail.com,+45-7342264145,M,1992-05-16,CA,Toronto,63860.0,Bronze,30/08/2020,2023-03-13,31,1535.37,49.53,,Online,Social Media,0,Active
CUST-914599,Patricia,Jones,user2475@yahoo.com,+25-8281932529,M,12 Sep 1968,DE,Frankfurt,64926.0,Gold,2018-04-06,2023-10-06,114,459.3,4.03,0.761,Mobile App,,0,Suspended
CUST-318282,Jennifer,Nguyen,user3310@outlook.com,+20-1373191658,M,1989-01-31,DE,Cologne,89329.0,Silver,2020-03-03,2024-05-05,29,195.25,6.73,,Online,Social Media,1,Active
CUST-444658,William,Brown,user4977@gmail.com,+3-1952380723,,1981-10-13,IN,Hyderabad,68962.0,Bronze,2019-03-28,2023-09-24,14,1709.59,122.11,0.027,Wholesale,Organic Search,1,Active
CUST-622387,William,Okonkwo,user1615@gmail.com,+41-4048894155,F,1996-03-29,ZA,Pretoria,87113.0,Silver,2023-07-07,2024-04-21,99,175.52,1.77,0.186,Phone Order,In-Store,1,Active
CUST-853480,Barbara,Deschamps,user7855@yahoo.com,,f,1974-11-05,IN,Delhi,17610.0,SILVER,2021-03-20,2024-04-27,52,306.18,5.89,0.989,Mobile App,Referral,1,Active
CUST-793474,Ahmed,Tanaka,user1622@gmail.com,+87-2661213445,M,1986-09-26,ZA,Cape Town,,Bronze,2024-01-26,2024-01-30,20,134.86,,0.304,Wholesale,Influencer,1,Suspended
CUST-268351,Fatima,Wilson,user3506@gmail.com,+14-5342493481,M,2001-12-29,JP,Nagoya,65513.0,Bronze,2022-04-28,2023-06-12,104,141.59,1.36,0.025,Marketplace,,1,Active
CUST-767861,Ahmed,Okonkwo,user6628@gmail.com,+21-7833231065,M,02/09/1987,IN,Pune,50999.0,Bronze,2022-03-11,2024-02-02,120,444.01,3.7,0.685,In-Store,Paid Ads,0,Active
CUST-534264,Priya,Patel,user2328@hotmail.com,+70-7060921095,Prefer not to say,1956-12-06,IN,Mumbai,51056.0,Bronze,2018-12-12,2023-08-02,65,743.79,11.44,,Online,TV Ad,1,Active
CUST-674271,Linda,Tanaka,user8581@gmail.com,+93-9215984586,Non-binary,1969-03-10,FR,Lyon,99038.0,Silver,2023-03-12,2023-06-03,109,47.01,0.43,0.22,,In-Store,1,active
CUST-203194,Ahmed,Patel,user1622@gmail.com,+94-7010139389,Prefer not to say,1968-03-26,IN,Mumbai,93976.0,Bronze,2023-03-03,2024-03-06,117,1213.53,10.37,,Marketplace,TV Ad,1,Active
CUST-496400,Yuki,Müller,user6084@gmail.com,+25-4016626641,F,1990-03-29,BR,Rio de Janeiro,89335.0,Bronze,14/10/2021,2024-03-05,114,1027.35,9.01,0.177,Phone Order,Paid Ads,1,Active
CUST-817444,William,Santos,user7081@gmail.com,+69-5764380891,,1978-05-19,IN,  Mumbai  ,95630.0,Bronze,2020-11-25,2023-01-07,12,2203.94,183.66,0.558,,Organic Search,0,Active
CUST-939302,Michael,Kumar,user6240@gmail.com,,Non-binary,1965-10-27,AU,Sydney,90076.0,Silver,2020-07-10,2023-11-26,25,55.05,,0.23,Online,In-Store,0,Active
CUST-950480,Michael,Johnson,user6356@gmail.com,+76-3856033338,Non-binary,1989-06-14,CA,Calgary,,Silver,18/08/2021,2023-06-23,47,183.72,3.91,0.614,Wholesale,In-Store,0,Active
CUST-960631,Barbara,Jones,user5354@icloud.com,+14-1387561478,M,1971-01-28,JP,Nagoya,90917.0,Bronze,2023-12-14,2024-06-14,73,38.5,0.53,-0.48,In-Store,,0,Active
CUST-122191,Mary,Santos,user5357@gmail.com,+4-4402370312,M,1994-02-27,US,Dallas,,Bronze,2019-08-24,2023-06-25,2,124.76,62.38,,Wholesale,Email,0,Active
CUST-648476,Jennifer,Tanaka,user8269@outlook.com,+46-6231818631,M,03-28-1955,GB,Leeds,89805.0,Gold,2022-06-11,,76,828.56,10.9,0.252,,Influencer,0,Inactive
CUST-302047,Linda,Smith,user9045@yahoo.com,+38-6009781373,,1996-10-29,BR,  São Paulo  ,41366.0,Silver,2019-03-19,2024-04-15,32,802.8,25.09,0.129,Marketplace,Email,0,Active
CUST-276242,Yuki,Kumar,user7955@gmail.com,+89-9056350962,Non-binary,1991-12-12,AU,  Sydney  ,97913.0,Bronze,2023-03-13,2023-01-02,94,203.03,2.16,,Marketplace,Paid Ads,1,Active
CUST-859743,Linda,Deschamps,user9219@hotmail.com,+41-1108271373,M,1968-06-22,US,Los Angeles,79986.0,Silver,2021-05-10,2023-09-01,98,824.74,,0.778,Marketplace,Email,0,Active
CUST-640234,John,Miller,user1186@yahoo.com,+21-9927764809,F,1999-11-24,GB,Leeds,,Bronze,2018-03-25,,109,95.12,0.87,0.838,,Paid Ads,0,Active
CUST-934190,Patricia,Wilson,user3030@hotmail.com,+78-7579382276,Non-binary,1992-02-04,CA,Calgary,59822.0,Bronze,2022-04-24,2023-04-17,65,307.14,4.73,0.14,Phone Order,Social Media,1,Active
CUST-952457,Michael,Müller,user4835@gmail.com,+60-7663820091,Prefer not to say,1973-03-15,US,Seattle,64183.0,Gold,2023-12-28,2023-03-11,57,992.49,17.41,,Online,TV Ad,1,Suspended
CUST-929533,William,Tanaka,user5847@icloud.com,+40-4027454946,Non-binary,1972-05-17,CA,Ottawa,,Silver,10/02/2022,2023-11-09,66,17.28,0.26,0.382,Wholesale,Social Media,1,Active
CUST-390031,Diego,Müller,user5606@outlook.com,+58-7494210170,Prefer not to say,2000-12-08,US,Chicago,36748.0,Bronze,2021-07-22,2024-05-25,76,455.01,5.99,0.874,In-Store,Paid Ads,1,Inactive
CUST-321232,Michael,Santos,user2357@gmail.com,+20-6947320888,M,1992-04-08,US,Dallas,54597.0,Gold,2020-02-25,2023-11-18,72,126.68,1.76,0.745,Online,Referral,1,active
CUST-980540,Linda,Santos,user5966@gmail.com,+25-8081140332,Prefer not to say,1976-06-01,DE,Frankfurt,81043.0,Bronze,2018-06-30,,72,8.85,0.12,,Mobile App,In-Store,1,Active
CUST-365721,Patricia,Nguyen,user7104@gmail.com,+32-1865343373,Prefer not to say,1986-11-18,US,Houston,86795.0,Platinum,"August 03, 2023",2024-06-05,67,2270.31,33.89,0.2,Wholesale,In-Store,1,Active
CUST-370872,Patricia,Zhang,user2363@gmail.com,+46-8086611809,Prefer not to say,1999-04-12,IN,Pune,73962.0,Bronze,2019-12-18,2023-05-16,102,41.25,0.4,0.083,In-Store,Paid Ads,1,Active
CUST-873697,Priya,Williams,user9150@outlook.com,+97-8083194999,F,1988-08-16,ZA,Cape Town,,Gold ,2020-06-04,2024-04-07,40,1074.97,26.87,0.692,Wholesale,Influencer,1,Active
CUST-289962,Fatima,Garcia,user1639@gmail.com,+75-2855885134,M,1969-01-05,ZA,Pretoria,93326.0,Bronze,2018-07-12,2023-03-04,41,365.45,8.91,,Wholesale,TV Ad,1,Active
CUST-994428,Linda,Wilson,user4143@hotmail.com,+58-8376822731,f,1968-11-01,US,Phoenix,27817.0,Gold,2018-07-21,2023-12-14,36,1032.57,28.68,,Online,Organic Search,1,Suspended
CUST-340772,Amara,Santos,user3130@outlook.com,+51-9862036330,Non-binary,04/07/1971,SG,Singapore,44183.0,Silver,2018-04-26,2024-03-27,70,590.11,8.43,0.957,Marketplace,,1,Suspended
CUST-188475,Mary,Wilson,user8609@outlook.com,+60-1198693567,MALE,04-14-1982,CA,Vancouver,78966.0,Bronze,"March 03, 2022",2023-02-05,104,1176.1,11.31,,Marketplace,Paid Ads,0,active
CUST-311838,Liam,Wilson,user1254@yahoo.com,+67-3693515521,Prefer not to say,18/01/2000,GB,Birmingham,31357.0,Silver,2022-08-30,2023-10-20,67,2.82,0.04,,Mobile App,Referral,1,Active
CUST-207107,Diego,Rossi,,,Prefer not to say,1970-06-06,JP,Osaka,28839.0,Bronze,30/08/2018,2023-06-14,37,600.49,16.23,-0.72,Marketplace,In-Store,1,active
CUST-809479,Diego,Brown,user5854@gmail.com,+53-1723699681,M,1984-12-01,DE,  Munich  ,57928.0,Bronze,2019-07-23,2024-06-26,30,1516.34,50.54,0.579,Online,Social Media,1,Active
CUST-837523,James,Okonkwo,user8764@gmail.com,+76-9838066349,,01 Nov 1965,GB,Manchester,87291.0,Silver,2020-08-28,2024-06-05,120,737.74,6.15,0.538,In-Store,Social Media,0,Active
CUST-956662,Liam,Müller,user3741@hotmail.com,+58-1758264888,,1971-01-31,AU,Sydney,37560.0,Silver,2020-02-20,2023-06-07,54,890.96,16.5,0.348,Mobile App,TV Ad,1,Active
CUST-819067,Patricia,Garcia,user6598@icloud.com,+45-9254492215,f,26/01/1966,US,Seattle,63358.0,Silver,14/05/2019,2023-09-29,37,380.03,10.27,0.186,Mobile App,Paid Ads,1,Active
CUST-219641,Ahmed,Garcia,user8450@icloud.com,+85-3744882366,Prefer not to say,08-17-1961,JP,Nagoya,10112.0,Bronze,2020-11-12,2023-08-28,84,2714.06,32.31,,Wholesale,Organic Search,1,Active
CUST-851305,James,Deschamps,user3728@gmail.com,+92-7761095488,M,1963-05-05,ZA,Cape Town,81373.0,Bronze,2023-09-06,2023-07-07,17,852.92,50.17,0.929,In-Store,Paid Ads,0,Active
CUST-827733,Ahmed,Miller,user9554@gmail.com,+47-7473614215,Prefer not to say,13/06/1999,ZA,  Durban  ,,Silver ,2019-07-12,2024-03-19,120,80.01,0.67,0.118,Mobile App,Email,0,Active
CUST-362080,Sofia,Johnson,user2033@outlook.com,,Prefer not to say,1985-11-20,JP,Sapporo,90537.0,Silver,14/02/2021,2023-10-20,13,586.19,45.09,0.847,Wholesale,Email,1,Active
CUST-961590,Fatima,Wilson,user4330@icloud.com,+93-9523246794,Prefer not to say,1988-10-07,IN,  Mumbai  ,86758.0,Bronze,2021-11-24,2024-01-13,52,63.81,1.23,0.504,Wholesale,Email,0,Active
CUST-437115,James,Zhang,user9124@outlook.com,+19-4296192281,F,1968-12-27,ZA,Johannesburg,25949.0,Bronze,2019-06-05,2023-01-18,46,1082.25,23.53,,Mobile App,Organic Search,1,Active
CUST-839418,James,Johnson,user5022@gmail.com,+14-5597469939,M,12-11-1956,CA,  Ottawa  ,,Bronze,2020-08-28,2023-05-25,67,1001.2,14.94,0.011,Mobile App,Social Media,1,Pending Verification
CUST-565968,Patricia,Miller,user2098@gmail.com,+3-9878344633,Prefer not to say,2000-10-09,US,Chicago,92098.0,Bronze,2022-02-10,2023-03-14,84,6.36,0.08,,Mobile App,Social Media,1,Active
CUST-843304,William,Tanaka,user5727@gmail.com,+99-3696845697,Prefer not to say,1968-05-05,ZA,Durban,60552.0,Bronze,2018-12-10,2023-06-15,47,928.6,,0.774,Mobile App,TV Ad,1,Active
CUST-767412,Lucas,Deschamps,user3119@outlook.com,+43-1257124400,Prefer not to say,1974-09-18,GB,London,57509.0,Silver,2023-11-04,2023-09-03,60,165.23,2.75,0.387,Mobile App,TV Ad,1,Active
CUST-554016,Priya,Garcia,,+67-3022359345,M,1996-03-16,ZA,Pretoria,61634.0,Bronze,30/09/2022,2024-04-12,9,91.49,10.17,0.335,Wholesale,Paid Ads,0,Active
CUST-491260,Sofia,Nguyen,user7110@outlook.com,+25-7321314572,Non-binary,10-21-1998,ZA,Johannesburg,68542.0,Bronze,2018-11-13,2023-05-25,34,343.7,10.11,0.961,Mobile App,,0,Active
CUST-244300,Barbara,Tanaka,user4640@outlook.com,+2-7432319984,Non-binary,2002-05-20,FR,Marseille,59362.0,Bronze,2021-09-27,2023-09-04,36,55.95,1.55,,Mobile App,TV Ad,0,Active
CUST-643423,Ahmed,Okonkwo,user1615@hotmail.com,,MALE,2000-12-22,IN,Bangalore,10144.0,Bronze,2019-01-04,2023-09-16,90,1464.07,16.27,0.001,Online,Email,0,Active
CUST-839626,James,Davis,user6451@icloud.com,+16-2033928599,,1994-03-27,ZA,Johannesburg,41374.0,Bronze,2019-08-14,2023-09-14,97,292.35,3.01,0.251,In-Store,Email,1,Active
CUST-625606,Mary,Wilson,user7244@yahoo.com,+73-6815355852,Non-binary,1958-04-24,FR,Marseille,65536.0,Silver,2019-03-16,2023-11-09,77,586.31,,0.765,Mobile App,TV Ad,0,Active
CUST-659092,Sofia,Deschamps,user7761@outlook.com,+2-4775492419,Prefer not to say,2003-06-24,CA,Toronto,63548.0,Bronze,2019-11-18,2024-03-18,81,341.53,4.22,0.74,,Organic Search,1,Inactive
CUST-480013,Barbara,Brown,user6518@icloud.com,+38-2821304253,Prefer not to say,1981-05-06,CA,Vancouver,73556.0,Gold,2022-08-11,2024-01-02,42,110.58,2.63,0.513,Marketplace,Organic Search,1,Pending Verification
CUST-924217,Ahmed,Patel,user2378@icloud.com,+7-1443828055,MALE,1988-01-20,US,Dallas,70503.0,Bronze,2021-02-28,2023-04-12,2,242.86,121.43,0.703,Marketplace,TV Ad,1,active
CUST-801679,Liam,Tanaka,user2130@icloud.com,+81-4679611757,Prefer not to say,1961-12-22,US,Dallas,92738.0,Silver,2018-04-15,2024-03-14,62,701.16,11.31,0.873,Phone Order,Social Media,0,Active
